Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
anggrek_1.jpg,anggrek,2385.6357037401576,3173.3493706987424,1691.4910187007877,3127.0393700787413,0.6172670081145553,0.6003896570682207,0.6247929835469899,0.6002055972559109,22.258489173228348,26.391840783681573,17.910433070866144,26.281728563457136,4.373174181509517,4.4775990898746185,4.321824804952296,4.4669426429336045,0.30317867642571233,0.29315135305823975,0.30465022764762323,0.29438590280243376,0.5506166328996177,0.5414345325690261,0.5519512910100158,0.5425734077545947,0.8365199469492302,0.7835095439645386,0.8840874819912468,0.7866688787814986
anggrek_2.jpg,anggrek,2003.5740649606305,2584.0586521173054,1402.298105314961,2442.541137082275,0.774600101345942,0.764784534478177,0.7869167564024945,0.7664954925921444,16.859744094488192,19.744311488622987,13.269562007874018,19.16572633145267,2.612115280581084,2.67184431085012,2.553115193172002,2.6680790050047634,0.5199067019227791,0.5133467154528086,0.5245724288445651,0.5132893685094209,0.7210455616136744,0.7164821808341144,0.724273725082282,0.7164421599190132,0.8636292691044349,0.825110791523877,0.904554355688855,0.8346887034531226
anggrek_3.jpg,anggrek,1555.245816929134,2192.9133858267724,1189.326279527559,2043.6324632649275,0.6280544102369396,0.6086068017710744,0.6342473376555654,0.612455500472363,14.181471456692915,17.744311488622984,11.953740157480317,16.70556141112283,4.2338530567877966,4.357076552839903,4.1974732398626475,4.3359395253684605,0.3040738032159658,0.2968470144268705,0.30534628159100063,0.29696923489575194,0.5514288741224618,0.5448366860141399,0.5525814705461998,0.5449488369523803,0.843380425617988,0.780422113317199,0.8802300101544425,0.7953697121188865
anggrek_4.jpg,anggrek,2600.678026574803,3442.6062372124743,2206.9814222440946,3953.116126232252,0.61673010874045,0.5941621366273797,0.6194106155478609,0.5856964579093199,22.645423228346456,27.382478764957533,20.785063976377952,30.070060140120276,4.420670734995102,4.546294926652981,4.398147700644358,4.579619953272761,0.2583418756315052,0.24857601621707054,0.25974136079131543,0.24641321940589184,0.5082734260528532,0.498573982691707,0.5096482716455687,0.49640026128709064,0.8625225334639831,0.8187002636478431,0.8833341876534497,0.7918150197637219
anggrek_5.jpg,anggrek,2297.7159202755915,2933.487382974766,1267.0065206692916,2827.78733957468,0.6537899624213943,0.6426324972374409,0.6758091307787151,0.644095387976268,19.891855314960637,23.0487940975882,13.282972440944885,22.678777357554722,3.939076309986924,4.026584710480229,3.835339024577068,4.012364487877699,0.34460185839317004,0.33640140217226305,0.34907871842110877,0.3372622021454596,0.5870279877426374,0.5800012087679327,0.5908288402076431,0.5807428020608258,0.8327357807899979,0.7875520800097885,0.907767163667338,0.7952070488000245
anggrek_6.jpg,anggrek,870.5428149606302,1641.6070432140873,1079.1571112204729,1515.5752991505992,0.7054785904448861,0.6903358232960526,0.7000549328891453,0.6909559649874711,11.251722440944885,16.230888461776935,12.679256889763783,15.351106702213412,3.386203322966745,3.4967918810014766,3.4193286819513986,3.4852026162114758,0.45900389762205307,0.44912840045780544,0.45685807234651593,0.4496335309863254,0.6774982639254902,0.670170426427342,0.6759127697761864,0.6705471877402256,0.8790823654938735,0.7733504263968617,0.8501060224646781,0.7907510833753566
anggrek_7.jpg,anggrek,1348.3770915354335,1821.4945749891508,1075.9606299212603,2091.8913757827527,0.6703503968073875,0.6605428831665064,0.6762139427014818,0.6537316802309485,14.805856299212602,17.654163308326623,12.732898622047248,19.25215450430902,3.8076023877331835,3.8846791889607735,3.7730262089787177,3.91035389758901,0.39549625180793346,0.3880507325153779,0.39722261317081264,0.3866626201229341,0.6288849273181331,0.6229371818372844,0.6302559901903453,0.6218220164347144,0.8730331806599978,0.8293735854843182,0.8986846485499065,0.8040444753955887
anggrek_8.jpg,anggrek,2557.186146653544,3373.0654101308196,1413.4392224409448,3358.4189968379933,0.44134453448343064,0.4161938982697998,0.4743912703754343,0.4157608719285251,25.89899114173229,31.365490730981456,17.1472687007874,31.424266848533694,6.1446499476010015,6.294267905727338,5.955542648572296,6.291515915642058,0.12668817512927996,0.11847404536770753,0.13244760595966507,0.11903126230457306,0.3559328238997915,0.34420058885438815,0.36393351859874773,0.34500907568435507,0.8136932228992646,0.7550950085588088,0.897022238093479,0.7561584269293361
anggrek_9.jpg,anggrek,2827.423228346457,3274.451732903467,1234.0495816929138,3414.1922003844024,0.6111955954242,0.6001016304197675,0.6366661555439923,0.5981742623155182,24.18676181102363,26.367784735569483,14.189960629921263,27.26641453282908,4.386317271851018,4.451650862798782,4.239298400231821,4.467663984330608,0.3037456876915707,0.2974716054212319,0.3099146981375017,0.29576238320434994,0.5511312799066759,0.5454095758429915,0.5566998276787067,0.5438404023280635,0.7972575685012546,0.7662897558175876,0.911511580482859,0.7563159399115659
anggrek_10.jpg,anggrek,1462.1890994094492,2148.733585467171,1084.6050688976375,1938.3227726455461,0.6878133908840351,0.6730632250135251,0.6972253880663555,0.6761896965393461,14.271038385826774,18.050344100688203,11.759473425196848,16.81778163556328,3.592897007400637,3.6892171137467873,3.5439814352151746,3.679282027806494,0.40987837523770754,0.40172193668213985,0.4107628287278057,0.40215858031071267,0.6402174437155767,0.6338153805976467,0.6409078160919912,0.6341597435273802,0.8483656516997087,0.7784817450514268,0.8875224942848302,0.8001735156803219
